id_temporal
TMP-698438A1
TMP-69844821
TMP-698452A3
TMP-69846405
TMP-6984765B
TMP-69848172
TMP-69848558
TMP-69848A9E
TMP-69848FC0
TMP-698586D4
TMP-69858C1C
TMP-69859605
TMP-69859E94
TMP-6985A251
TMP-6985A909
TMP-6985B81A
TMP-6985C2A3
TMP-698AED59
TMP-698B01AD
TMP-698B0D07
TMP-698B16CD
TMP-698B17FC
TMP-698B1D59
TMP-698B220E
TMP-698C125B
TMP-698C16FD
TMP-698C1C4C
TMP-698C25BD
TMP-698C266F
TMP-698C3051
TMP-698C3167
TMP-698C395A
TMP-698C3B75
TMP-698C435B
TMP-698C43E8
TMP-698C5197
TMP-698C5A52
TMP-698C5E06
TMP-698C7068
TMP-698C7832
TMP-698D68FD
TMP-698D7453
TMP-698D7EFC
TMP-698D9C73
TMP-698DA3CF
TMP-698DB977
TMP-698EBB14
TMP-698ED665
TMP-698EE773
TMP-698EF4ED
TMP-698EF6ED
TMP-698EFCD9
TMP-698F1999
TMP-698F19DA
TMP-6992E3A6
TMP-6992EB99
TMP-69930305
TMP-69940362
TMP-699439D2
TMP-69B162D4
TMP-69B94A97
TMP-69BD14F8
TMP-69C525D8
TMP-69D4DE6A
TMP-69E676A8
TMP-69E91D86
TMP-69EBBF59
TMP-69F106C5
TMP-69F39E32
TMP-69FA3737
TMP-69FB8F94
TMP-6A0ABDF6
TMP-6A100994
TMP-6A15407E
TMP-6A16B951
TMP-6A186466
TMP-6A1D29D1
TMP-6A1DB37D
TMP-6A1EB892
TMP-6A1F335C
TMP-6A20690F
TMP-6A2152DC
TMP-6A226C59
TMP-6A22E67B
TMP-6A26A43E
TMP-6A27A888
TMP-6A27EB3D
TMP-6A285D80
TMP-6A2924D9
TMP-6A297E9F
TMP-6A2A7639
TMP-6A2ACB33
TMP-6A2AFD77
TMP-6A2BE76E
TMP-6A2CFA4C
TMP-6A2D3D4D
TMP-6A2FCBDF
TMP-6A300E90
TMP-6A3049C0
TMP-6A3118FF
TMP-6A317AAA
TMP-6A31A76C
TMP-6A3241B4
TMP-6A32658B
TMP-6A32A6E1
TMP-6A32EEB9
TMP-6A340EFD
TMP-6A343A6D
TMP-6A350B50
TMP-6A35511E
TMP-6A365B0F
TMP-6A36697F
TMP-6A38F404
TMP-6A39295F
TMP-6A396E77
TMP-6A3A41CA
TMP-6A3A7C4D
TMP-6A3CDFDC
TMP-6A3D1117
TMP-6A3D66E4
TMP-6A3E3943
TMP-6A3E6ADC
TMP-6A3EAF7E
TMP-6A3FB0C4
TMP-6A42101E
TMP-6A425751
TMP-6A42A435
TMP-6A43AB51
TMP-6A43C68C
TMP-6A4412B4
TMP-6A454080
TMP-6A461499
TMP-6A46A6D7
TMP-6A46C205
TMP-6A47F143
TMP-6A4801BE
TMP-6A48EC3E
TMP-6A4B5F18
TMP-6A4B7BDC
TMP-6A4BE12C
TMP-6A4CA601
TMP-6A4CEA50
TMP-6A4D70E8
TMP-6A4E1369
TMP-6A4E8840
TMP-6A4F2146
TMP-6A4F86F1
TMP-6A4FC772
TMP-6A50A2A0
TMP-6A50DD11
TMP-6A5151B2
TMP-6A520F4A
TMP-6A54C9A9
TMP-6A5533F4
TMP-6A561CBE
TMP-6A568179
TMP-6A5772FF
TMP-6A57E145
TMP-6A5920FE
TMP-6A5A0A96
TMP-6A5A16C7
TMP-6A5A7F62
TMP-6A5DDF27
TMP-6A5E31E5
TMP-6A5EFE08
TMP-6A5F1D88
TMP-6A5F7B25
TMP-6A6058F6
TMP-6A60AF78
TMP-6A61B653
TMP-6A626B16
TMP-6A649660
TMP-6A68E39D
TMP-6A68EB29
TMP-6A696D36
TMP-6A69FE4D
TMP-6A6B7D93
TMP-6A71CAE5
TMP-6A7DA678
TMP-6A7E1160
TMP-6A7F650F
