id_temporal
TMP-697C6DB3
TMP-697C9DDB
TMP-697CA664
TMP-69808988
TMP-698452A3
TMP-69859605
TMP-6985AA01
TMP-698C16FD
TMP-698C7068
TMP-698ED665
TMP-698EF4ED
TMP-69940362
TMP-69A6987E
TMP-69A6A90A
TMP-69C26CAB
TMP-69D5E1FF
TMP-69D728DF
TMP-69D89E31
TMP-69D8DD38
TMP-69DC72CF
TMP-69DC7AA5
TMP-69DC7AAE
TMP-69DC8067
TMP-69DC9C41
TMP-69DF55EB
TMP-69DF563E
TMP-69E0741C
TMP-69E08B15
TMP-69E08F61
TMP-69E091E4
TMP-69E09385
TMP-69E093B8
TMP-69E096DD
TMP-69E096E6
TMP-69E0A291
TMP-69E0A9FD
TMP-69E0AB45
TMP-69E0B638
TMP-69E0BB37
TMP-69E0C6E6
TMP-69E1B59C
TMP-69E1B713
TMP-69E1BF8D
TMP-69E1C42D
TMP-69E1CABE
TMP-69E1DDDA
TMP-69E211A7
TMP-69E231EB
TMP-69E5B9EE
TMP-69E5BFD8
TMP-69E5C75F
TMP-69E5D0AF
TMP-69E5D212
TMP-69E5FBEE
TMP-69E60288
TMP-69E60F88
TMP-69E6407F
TMP-69EA6280
TMP-69EA6543
TMP-69EA75BB
TMP-69EA76D2
TMP-69EB068C
TMP-69EB09B6
TMP-69EB2ADC
TMP-69EB2B5D
TMP-69EB4DF9
TMP-69F06531
TMP-69F07B92
TMP-69F2DDEA
TMP-69F2E9F8
TMP-69F9A028
TMP-69FACEA0
TMP-69FB5529
TMP-69FB61F5
TMP-69FC17F3
TMP-69FC6B26
TMP-69FC7309
TMP-69FC8F6B
TMP-6A0708F2
TMP-6A0BF0AF
TMP-6A167612
TMP-6A196A59
TMP-6A215DFD
TMP-6A26A43E
TMP-6A26C258
TMP-6A2BE76E
TMP-6A3D7BF3
TMP-6A3D85C4
TMP-6A4273D9
TMP-6A43F0B5
TMP-6A450DDF
TMP-6A61B653
TMP-6A6BA3FD
TMP-6A730508
TMP-6A76352C
TMP-6A7B40A1
TMP-6A7B4411
TMP-6A7B4DF3
TMP-6A7B56BA
TMP-6A7B5761
TMP-6A7B5C5C
TMP-6A7B5DC6
TMP-6A7B5FE1
TMP-6A7B6931
TMP-6A7CA7FF
TMP-6A7CB27E
TMP-6A7CBD3D
TMP-6A7CCA33
TMP-6A7D4E1A
TMP-6A7DA678
TMP-6A7DC032
TMP-6A7DE85D
